,raised_amount_usd,participants,is_first_round,round_companies,round_funds,round_angels,total_companies,total_funds,total_angels,total_raised,unique_investor,mapped_code,years_since,target
365,13700000.0,3,0,0,3,0,0,3,0,13700000.0,3.0,4,840.0,0
366,11000000.0,0,1,0,0,0,1,2,0,25200000.0,,5,5957.0,1
367,10000000.0,2,0,0,2,0,0,2,0,10000000.0,2.0,4,120.0,1
368,2650000.0,3,1,0,1,2,0,3,2,4650000.0,3.0,4,1581.0,1
369,275000.0,0,1,0,0,0,0,0,0,275000.0,,3,30.0,0
370,5000000.0,1,0,0,1,0,0,2,0,12700000.0,1.0,5,820.0,1
371,7500000.0,1,0,0,0,1,0,2,5,,1.0,6,1216.0,1
372,1000000.0,1,0,0,0,1,0,0,1,1000000.0,1.0,3,124.0,0
373,10000000.0,4,0,2,2,0,2,2,0,15000000.0,4.0,5,1221.0,0
374,4601000.0,3,1,0,3,0,0,4,0,6779358.0,3.0,5,596.0,0
375,1750000.0,2,0,0,2,0,0,2,0,1750000.0,2.0,3,110.0,0
376,293115.0,0,0,0,0,0,0,0,0,697088.0,,0,882.0,0
377,6000000.0,5,0,0,4,1,0,5,2,11000000.0,5.0,5,,1
378,6943370.0,0,0,0,0,0,0,0,0,8443270.0,,5,516.0,0
379,5000000.0,1,0,0,1,0,0,1,0,31276590.0,1.0,13,882.0,1
380,250000.0,0,1,0,0,0,0,0,0,250000.0,,5,1977.0,0
381,3663934.0,1,0,0,1,0,1,4,0,7178959.0,1.0,0,,0
382,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,6,1250.0,0
383,20000000.0,7,1,0,7,0,0,12,0,65600000.0,7.0,7,1040.0,1
384,11810592.0,4,0,1,3,0,2,7,0,18989551.0,4.0,5,,0
385,16500000.0,7,0,0,3,4,0,3,4,16500000.0,7.0,5,906.0,1
386,495650.0,0,1,0,0,0,0,0,0,495650.0,,3,0.0,0
387,4163460.0,0,0,0,0,0,0,0,0,4163460.0,,4,912.0,0
388,500000.0,1,0,0,1,0,0,3,0,700000.0,1.0,3,,1
389,,1,1,0,1,0,0,1,0,,1.0,4,,1
390,,0,0,0,0,0,0,0,0,,,5,805.0,0
391,,5,1,0,5,0,0,10,0,,5.0,6,1691.0,1
392,500000.0,0,1,0,0,0,0,0,0,500000.0,,3,-33.0,0
393,4580000.0,1,0,0,0,1,0,0,1,4580000.0,1.0,4,92.0,0
394,,1,0,0,1,0,0,2,0,,1.0,6,914.0,1
395,500000.0,0,0,0,0,0,0,0,0,500000.0,,3,243.0,0
396,10000000.0,3,0,0,3,0,0,3,0,10000000.0,3.0,4,608.0,0
397,25000.0,0,0,0,0,0,0,0,0,25000.0,,3,608.0,0
398,32500000.0,6,0,1,5,0,1,5,0,32500000.0,6.0,6,1469.0,1
399,9500000.0,1,0,0,1,0,0,1,0,9500000.0,1.0,6,1712.0,1
400,21500000.0,0,0,0,0,0,0,0,0,21500000.0,,5,618.0,1
401,8200000.0,2,0,0,2,0,0,2,0,8200000.0,2.0,5,1016.0,0
402,,2,1,0,2,0,0,2,0,,2.0,5,,1
403,5000000.0,9,0,0,7,2,0,15,4,35000000.0,9.0,6,1110.0,1
404,8000000.0,4,0,3,1,0,3,1,0,10000000.0,4.0,5,1160.0,0
405,12000000.0,3,1,0,3,0,0,3,0,12000000.0,3.0,6,1987.0,1
406,,1,0,0,1,0,0,1,0,,1.0,3,-92.0,1
407,100000.0,1,0,0,1,0,0,1,0,100000.0,1.0,3,273.0,1
408,,0,0,0,0,0,0,0,0,,,5,607.0,1
409,5800000.0,0,0,0,0,0,0,1,0,6600000.0,,5,1004.0,0
410,20000000.0,6,0,0,6,0,0,6,0,20000000.0,6.0,5,,1
411,3800000.0,2,0,0,2,0,0,2,0,3800000.0,2.0,4,-16.0,1
412,38000000.0,7,0,2,5,0,2,6,0,53400000.0,7.0,6,1035.0,0
413,2100000.0,3,0,0,2,1,0,2,1,2100000.0,3.0,4,1400.0,0
414,5000000.0,1,1,0,1,0,0,1,0,5000000.0,1.0,4,1403.0,0
415,200000000.0,1,1,0,1,0,0,1,0,200000000.0,1.0,13,,1
416,6000000.0,1,0,0,1,0,0,1,0,6000000.0,1.0,4,1065.0,1
417,9000000.0,2,0,0,2,0,0,2,0,9000000.0,2.0,6,1795.0,0
418,7761532.0,3,1,0,3,0,0,4,0,25652896.0,3.0,3,6178.0,0
419,,3,0,0,2,1,0,2,1,,3.0,3,334.0,1
420,2400000.0,3,0,0,1,2,0,1,2,2400000.0,3.0,4,697.0,1
421,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,4,328.0,0
422,11250000.0,0,0,0,0,0,0,0,0,11250000.0,,4,426.0,0
423,8000000.0,1,1,0,1,0,0,2,0,9000000.0,1.0,7,,1
424,,1,1,1,0,0,1,0,0,,1.0,3,-189.0,0
425,7300000.0,2,0,0,2,0,0,2,0,7300000.0,2.0,4,1073.0,0
426,22000000.0,5,0,0,5,0,3,9,0,55000000.0,5.0,6,1445.0,1
427,4704370.0,0,0,0,0,0,0,0,0,4704370.0,,5,780.0,1
428,,0,0,0,0,0,0,0,0,,,8,1856.0,1
429,8800000.0,0,0,0,0,0,0,0,0,8800000.0,,4,730.0,1
430,,1,0,0,1,0,0,2,0,,1.0,4,1461.0,1
431,180000.0,0,0,0,0,0,0,1,0,280000.0,,13,1127.0,0
432,300000.0,0,1,0,0,0,0,0,0,300000.0,,3,518.0,0
433,16121445.0,0,0,0,0,0,0,0,0,16121445.0,,0,730.0,0
434,729272.0,0,0,0,0,0,0,0,0,729272.0,,0,-2738.0,0
435,1770456.0,0,1,0,0,0,0,0,0,1770456.0,,4,146.0,0
436,600000.0,4,1,0,0,4,0,0,4,600000.0,4.0,2,245.0,0
437,,0,1,0,0,0,0,0,0,,,3,-146.0,0
438,,1,0,0,1,0,0,1,0,,1.0,3,,1
439,12000000.0,2,0,0,2,0,0,3,0,18000000.0,2.0,5,0.0,0
440,47000000.0,0,0,0,0,0,0,0,0,157000000.0,,7,,1
441,,3,0,0,3,0,0,3,0,,3.0,3,-334.0,0
442,,2,0,0,2,0,0,2,0,,2.0,2,-59.0,0
443,,2,1,0,2,0,0,3,0,,2.0,4,0.0,1
444,12911500.0,0,0,0,0,0,0,1,0,44188090.0,,6,1096.0,1
445,,3,1,0,1,2,0,1,2,,3.0,2,,1
446,6292200.0,0,0,0,0,0,0,0,0,7967100.0,,5,730.0,0
447,23000000.0,1,0,0,1,0,0,1,0,23000000.0,1.0,4,0.0,0
448,500000.0,0,0,0,0,0,0,0,0,500000.0,,2,-2922.0,1
449,6300000.0,0,0,0,0,0,0,0,0,6300000.0,,4,-304.0,0
450,1612145.0,0,1,0,0,0,0,0,0,2309233.0,,4,1096.0,0
451,1600000.0,0,0,0,0,0,0,0,0,1600000.0,,4,0.0,1
452,500000.0,1,0,0,1,0,0,1,0,525000.0,1.0,13,365.0,0
453,4600000.0,2,0,0,2,0,0,2,0,4600000.0,2.0,4,730.0,0
454,750000.0,1,1,0,0,1,0,0,1,750000.0,1.0,4,,1
455,1500000.0,0,1,0,0,0,0,0,0,1500000.0,,2,457.0,0
456,1000000.0,0,1,0,0,0,0,0,0,1000000.0,,3,0.0,0
457,350000.0,0,1,0,0,0,0,0,0,350000.0,,3,396.0,0
458,5987940.0,1,0,0,1,0,0,1,0,5987940.0,1.0,3,379.0,0
459,20000000.0,6,1,0,6,0,0,6,0,20000000.0,6.0,5,1846.0,0
460,72829.0,0,1,0,0,0,0,0,0,72829.0,,3,0.0,0
461,35000000.0,5,0,0,5,0,0,11,0,71000000.0,5.0,7,1158.0,1
462,5995980.0,0,0,0,0,0,0,0,0,5995980.0,,6,396.0,0
463,190000.0,0,0,0,0,0,0,0,0,190000.0,,3,-2.0,0
464,4000000.0,0,0,0,0,0,0,0,0,11000000.0,,5,1492.0,0
465,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,5,1494.0,1
466,,0,0,0,0,0,0,0,0,,,4,775.0,0
467,10000000.0,1,0,0,1,0,2,3,0,25000000.0,1.0,6,1511.0,0
468,15500000.0,1,0,0,1,0,0,3,0,28200000.0,1.0,6,1124.0,1
469,1725000.0,0,0,0,0,0,0,0,0,7720980.0,,4,424.0,0
470,,1,1,0,1,0,0,3,0,,1.0,5,,0
471,9200000.0,5,0,0,5,0,0,7,0,13400000.0,5.0,5,920.0,0
472,5000000.0,3,0,0,3,0,0,5,0,10500000.0,3.0,5,1165.0,0
473,17500000.0,5,0,0,5,0,0,5,0,17500000.0,5.0,5,1536.0,1
474,555000.0,1,0,0,1,0,0,1,0,555000.0,1.0,3,808.0,1
475,4083474.0,1,0,0,1,0,0,2,0,10769600.0,1.0,5,,1
476,,0,0,0,0,0,0,0,0,,,5,3462.0,0
477,100000.0,0,0,0,0,0,0,0,0,290000.0,,3,57.0,0
478,3000000.0,2,0,0,2,0,0,2,0,3000000.0,2.0,3,90.0,0
479,4573810.0,2,0,0,2,0,0,2,0,4573810.0,2.0,5,151.0,0
480,500000.0,0,1,0,0,0,0,0,0,500000.0,,3,1031.0,0
481,3500000.0,0,0,0,0,0,0,3,0,6600000.0,,4,,1
482,7500000.0,1,1,0,1,0,0,1,0,7500000.0,1.0,4,1200.0,1
483,600000.0,1,0,1,0,0,1,0,0,600000.0,1.0,4,599.0,1
484,10000000.0,5,0,0,5,0,0,5,0,10000000.0,5.0,5,842.0,0
485,9200000.0,3,0,0,3,0,0,4,0,13400000.0,3.0,5,478.0,0
486,6200000.0,2,0,0,2,0,0,2,0,6200000.0,2.0,4,1216.0,1
487,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,13,1581.0,0
488,3000000.0,0,0,0,0,0,0,0,0,3000000.0,,13,1581.0,1
489,500000.0,0,0,0,0,0,0,0,0,500000.0,,2,,0
490,500000.0,0,0,0,0,0,0,0,0,500000.0,,2,-2072.0,0
491,9500000.0,2,0,0,2,0,0,2,0,9500000.0,2.0,4,1582.0,0
492,,0,1,0,0,0,0,0,0,,,5,1070.0,1
493,,0,0,0,0,0,0,0,0,,,4,592.0,1
494,16000000.0,4,0,0,4,0,0,4,0,16000000.0,4.0,4,,0
495,4300000.0,3,0,0,3,0,0,3,0,4300000.0,3.0,4,1234.0,0
496,27000000.0,2,0,0,2,0,0,2,0,27000000.0,2.0,6,2706.0,1
497,2670000.0,2,0,0,2,0,0,4,0,4420000.0,2.0,4,485.0,0
498,250000.0,1,1,0,0,1,0,0,1,250000.0,1.0,3,151.0,0
499,7800000.0,2,0,0,2,0,1,2,0,22300000.0,2.0,4,1977.0,1
500,19500000.0,3,0,0,3,0,0,3,0,21300000.0,3.0,5,,1
501,4200000.0,0,0,0,0,0,0,0,0,4200000.0,,3,,0
502,440000.0,0,0,0,0,0,0,0,0,440000.0,,3,-1096.0,1
503,250000.0,1,1,0,0,1,0,0,1,250000.0,1.0,3,0.0,0
504,3200000.0,2,0,0,2,0,0,2,0,3200000.0,2.0,4,153.0,0
505,5000000.0,2,0,0,2,0,0,2,0,5000000.0,2.0,4,519.0,0
506,291375.0,0,1,0,0,0,0,0,0,291375.0,,3,1264.0,0
507,5000000.0,3,0,0,3,0,0,3,0,5000000.0,3.0,4,539.0,0
508,179041.0,0,0,0,0,0,0,0,0,179041.0,,2,-122.0,0
509,,0,1,0,0,0,0,0,0,,,7,1064.0,0
510,1100000.0,0,0,0,0,0,0,0,0,1600000.0,,3,-2011.0,0
511,8500000.0,3,0,0,3,0,0,5,0,12300000.0,3.0,5,226.0,1
512,1500000.0,1,0,0,1,0,0,1,0,1500000.0,1.0,4,212.0,0
513,7000000.0,0,1,0,0,0,0,0,0,7000000.0,,4,546.0,0
514,1100000.0,0,0,0,0,0,0,0,0,1600000.0,,3,,0
515,6000000.0,1,0,0,1,0,0,1,0,6000000.0,1.0,5,1285.0,0
516,960000.0,1,0,0,1,0,0,4,0,1660000.0,1.0,3,,1
517,1000000.0,3,0,0,2,1,0,2,1,1000000.0,3.0,4,212.0,0
518,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,3,61.0,0
519,800000.0,1,0,0,1,0,0,1,0,800000.0,1.0,3,942.0,1
520,,1,0,0,1,0,0,2,0,,1.0,4,0.0,1
521,10500000.0,3,0,0,3,0,0,5,0,16500000.0,3.0,5,1339.0,0
522,100000.0,0,0,0,0,0,0,0,0,100000.0,,3,-21.0,0
523,13158000.0,2,0,0,2,0,0,4,0,14830640.0,2.0,5,1463.0,1
524,25000.0,0,1,0,0,0,0,0,0,25000.0,,3,-2.0,0
525,7110000.0,0,0,0,0,0,0,0,0,15553270.0,,6,973.0,0
526,,1,1,0,1,0,0,1,0,,1.0,4,488.0,0
527,5000.0,0,1,0,0,0,0,0,0,5000.0,,3,-26.0,0
528,1602870.0,1,0,0,0,1,0,0,1,1602870.0,1.0,3,-3.0,0
529,3750000.0,5,0,0,5,0,0,5,0,3750000.0,5.0,5,,0
530,4200000.0,0,0,0,0,0,0,0,0,4200000.0,,5,1277.0,0
531,,1,0,0,1,0,0,1,0,,1.0,4,265.0,0
532,6000000.0,3,1,0,3,0,0,16,0,64900000.0,3.0,6,2462.0,1
533,13200000.0,2,0,2,0,0,2,1,0,19800000.0,2.0,6,1369.0,0
534,2000000.0,2,0,0,2,0,0,2,0,2000000.0,2.0,4,61.0,0
535,400000.0,0,0,0,0,0,0,0,0,400000.0,,3,0.0,0
536,13000000.0,4,0,0,3,1,0,4,3,15400000.0,4.0,5,1001.0,1
537,,1,1,0,1,0,0,3,0,,1.0,7,1309.0,1
538,414041.0,0,1,0,0,0,0,0,0,414041.0,,3,0.0,0
539,31000000.0,0,0,0,0,0,0,0,0,31000000.0,,4,447.0,0
540,28314586.0,4,0,0,4,0,0,4,0,28314586.0,4.0,6,-818.0,1
541,13000000.0,0,0,0,0,0,0,0,0,19000000.0,,5,1374.0,1
542,9000000.0,3,0,0,3,0,0,3,0,9000000.0,3.0,5,500.0,1
543,3000000.0,0,0,0,0,0,0,0,0,3000000.0,,6,1388.0,0
544,,1,1,0,1,0,0,1,0,,1.0,4,294.0,0
545,100000.0,0,0,0,0,0,0,0,0,100000.0,,3,0.0,0
546,250000.0,1,0,1,0,0,1,0,1,,1.0,3,396.0,0
547,250000.0,2,1,0,1,1,0,1,1,250000.0,2.0,3,0.0,0
548,,1,0,0,1,0,0,1,0,,1.0,4,1034.0,0
549,4500000.0,1,0,0,1,0,0,12,0,59500000.0,1.0,7,2130.0,1
550,,0,1,0,0,0,0,0,0,,,2,-729.0,0
551,4508640.0,0,0,0,0,0,0,0,0,12229620.0,,5,669.0,0
552,27000000.0,4,0,0,4,0,0,4,0,27000000.0,4.0,5,-1888.0,0
553,15000000.0,3,0,0,3,0,0,3,0,36500000.0,3.0,6,1034.0,1
554,4700000.0,2,0,0,1,1,0,1,1,4700000.0,2.0,4,184.0,1
555,5300000.0,2,0,0,2,0,0,3,0,6300000.0,2.0,5,663.0,0
556,8000000.0,7,0,2,5,0,2,5,0,8000000.0,7.0,5,1385.0,0
557,16000.0,0,0,0,0,0,0,0,0,16000.0,,3,,0
558,11700000.0,4,1,0,4,0,0,8,0,25100000.0,4.0,6,686.0,0
559,8000000.0,1,0,0,1,0,0,1,0,8000000.0,1.0,2,1795.0,1
560,13000000.0,4,0,0,4,0,0,4,0,13000000.0,4.0,5,334.0,0
561,17000000.0,3,0,0,3,0,0,3,0,17000000.0,3.0,4,1430.0,1
562,8400000.0,1,0,0,1,0,0,5,0,21400000.0,1.0,4,334.0,0
563,750000.0,0,0,0,0,0,0,0,0,750000.0,,4,31.0,1
564,,2,0,0,0,2,0,0,2,,2.0,2,334.0,0
565,3000000.0,1,0,0,1,0,0,1,0,3000000.0,1.0,4,5813.0,1
566,,1,1,0,1,0,0,1,0,,1.0,12,6909.0,1
567,5000000.0,3,1,0,3,0,0,3,0,5000000.0,3.0,5,728.0,1
568,31612500.0,0,0,0,0,0,0,0,0,31612500.0,,4,3285.0,1
569,600000.0,0,0,0,0,0,0,0,0,600000.0,,4,-1.0,1
570,6000000.0,0,0,0,0,0,0,0,0,14800000.0,,5,1095.0,1
571,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,2,1095.0,0
572,250000.0,1,0,0,0,1,0,0,1,250000.0,1.0,2,365.0,1
573,3000000.0,1,1,0,0,1,0,0,1,3000000.0,1.0,3,,0
574,,2,1,0,0,2,0,0,2,,2.0,3,,0
575,8000000.0,0,0,0,0,0,0,0,0,8000000.0,,4,365.0,0
576,2000000.0,2,0,0,0,2,0,0,2,2000000.0,2.0,4,-366.0,0
577,,2,0,0,0,2,0,0,2,,2.0,2,-731.0,0
578,5000000.0,0,0,0,0,0,0,0,0,5000000.0,,3,0.0,1
579,,1,0,0,1,0,0,1,0,,1.0,4,,0
580,1100000.0,1,0,0,1,0,0,2,0,1625000.0,1.0,4,730.0,0
581,,1,1,0,0,1,0,0,1,,1.0,13,0.0,0
582,1200000.0,4,0,0,0,4,0,0,4,1200000.0,4.0,3,-60.0,0
583,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,3,0.0,0
584,1800000.0,2,0,1,1,0,1,1,0,1800000.0,2.0,2,365.0,0
585,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,3,730.0,0
586,300000.0,2,0,0,1,1,0,1,1,300000.0,2.0,2,396.0,0
587,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,4,365.0,1
588,6175020.0,0,1,0,0,0,0,2,0,10748830.0,,6,426.0,0
589,1500000.0,3,1,0,0,3,0,0,3,1500000.0,3.0,2,-335.0,0
590,12000000.0,3,0,1,2,0,1,2,0,12000000.0,3.0,4,730.0,1
591,1500000.0,1,0,0,1,0,0,1,0,1500000.0,1.0,4,365.0,1
592,750000.0,0,0,0,0,0,0,0,0,750000.0,,2,1095.0,1
593,,1,0,0,1,0,0,1,0,,1.0,4,0.0,0
594,1000000.0,1,1,0,0,1,0,0,1,1000000.0,1.0,3,-2133.0,0
595,7800000.0,5,0,0,3,2,0,3,2,9300000.0,5.0,5,1461.0,1
596,2700000.0,0,0,0,0,0,0,0,0,2700000.0,,2,365.0,0
597,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,13,2191.0,1
598,8500000.0,2,0,1,1,0,1,1,0,8500000.0,2.0,4,-13.0,1
599,8000000.0,0,0,0,0,0,0,0,0,8000000.0,,3,0.0,0
600,,1,0,0,1,0,0,1,0,,1.0,4,,1
601,25000.0,1,1,1,0,0,1,0,0,25000.0,1.0,3,-1096.0,0
602,1200000.0,0,0,0,0,0,0,0,0,1200000.0,,3,-31.0,0
603,2000000.0,4,0,0,4,0,0,4,0,2000000.0,4.0,4,730.0,0
604,200000.0,1,0,0,0,1,0,0,1,200000.0,1.0,3,289.0,0
605,5000000.0,2,0,0,2,0,0,2,0,5000000.0,2.0,4,-273.0,0
606,13000000.0,3,0,0,3,0,0,3,0,13000000.0,3.0,4,0.0,0
607,10000000.0,0,0,0,0,0,0,0,0,10000000.0,,4,0.0,0
608,,4,1,2,2,0,2,2,0,,4.0,4,730.0,0
609,8000000.0,1,0,0,1,0,0,3,0,17000000.0,1.0,5,1522.0,1
610,,1,1,0,1,0,0,1,0,,1.0,4,0.0,0
611,2000000.0,2,0,0,0,2,0,0,2,2000000.0,2.0,3,365.0,0
612,1000000.0,0,0,0,0,0,0,0,0,1000000.0,,4,365.0,0
613,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,3,,0
614,500000.0,1,0,0,1,0,0,1,0,500000.0,1.0,0,9.0,0
615,1000000.0,1,1,0,1,0,0,3,0,4000000.0,1.0,12,2775.0,0
616,6805455.0,3,1,1,2,0,3,9,0,25795006.0,3.0,6,,0
617,8000000.0,2,0,0,2,0,0,2,0,8000000.0,2.0,5,1114.0,1
618,12500000.0,5,0,0,5,0,0,8,0,20500000.0,5.0,5,,1
619,7000000.0,3,0,1,2,0,1,2,0,7000000.0,3.0,4,935.0,1
620,27600000.0,8,0,0,8,0,0,8,0,27600000.0,8.0,5,2217.0,0
621,10500000.0,0,0,0,0,0,0,0,0,10500000.0,,5,940.0,0
622,5527720.0,4,0,0,4,0,0,7,0,9020120.0,4.0,5,1122.0,0
623,38769109.0,1,0,0,1,0,0,3,0,95051372.0,1.0,7,,0
624,,1,1,0,1,0,0,1,0,,1.0,4,1126.0,0
625,3333000.0,0,0,0,0,0,0,0,0,3333000.0,,2,,0
626,,0,0,0,0,0,0,0,0,,,0,2232.0,0
627,250000.0,0,1,0,0,0,0,0,0,250000.0,,3,,0
628,250000.0,0,1,0,0,0,0,0,0,250000.0,,3,,0
629,1200000.0,2,0,0,2,0,0,4,0,,2.0,4,361.0,0
630,51000000.0,1,0,0,1,0,0,1,0,51000000.0,1.0,5,1285.0,0
631,250000.0,1,0,0,1,0,0,1,0,250000.0,1.0,4,60.0,1
632,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,4,1521.0,1
633,30000.0,1,1,0,0,1,0,0,1,30000.0,1.0,3,-4.0,0
634,4000000.0,0,0,0,0,0,0,0,0,16229620.0,,4,790.0,0
635,5500000.0,1,0,0,1,0,0,1,0,7100000.0,1.0,4,-1767.0,0
636,23000000.0,3,1,0,3,0,0,6,0,38000000.0,3.0,5,4077.0,0
637,4000000.0,4,0,1,3,0,1,3,0,4000000.0,4.0,4,,0
638,8114600.0,4,1,0,4,0,1,4,0,,4.0,4,1886.0,1
639,5500000.0,1,0,0,1,0,0,1,0,7100000.0,1.0,4,,0
640,13000000.0,4,0,0,2,2,0,3,2,22500000.0,4.0,7,2251.0,1
641,,0,1,0,0,0,0,0,0,,,9,2282.0,1
642,18800000.0,2,0,0,2,0,0,4,0,,2.0,5,213.0,1
643,6000000.0,3,0,0,3,0,0,3,0,6000000.0,3.0,4,790.0,0
644,40000000.0,1,0,0,1,0,0,1,0,40000000.0,1.0,4,1886.0,0
645,20000000.0,7,0,0,7,0,3,16,0,75000000.0,7.0,7,1893.0,1
646,7356643.0,1,0,0,1,0,0,1,0,7356643.0,1.0,3,68.0,0
647,13500000.0,4,1,0,4,0,0,4,0,13500000.0,4.0,7,,1
648,6000000.0,2,0,0,2,0,0,2,0,6000000.0,2.0,4,804.0,0
649,3000000.0,1,1,0,1,0,0,1,0,3000000.0,1.0,4,74.0,1
650,38000000.0,8,0,6,2,0,6,2,0,38000000.0,8.0,5,1050.0,0
651,2000000.0,1,0,0,1,0,0,1,0,2000000.0,1.0,4,812.0,1
652,8500000.0,1,1,0,1,0,0,1,0,8500000.0,1.0,4,1916.0,1
653,120000.0,1,1,0,1,0,0,1,0,120000.0,1.0,4,-274.0,0
654,15000000.0,0,0,0,0,0,0,3,0,21600000.0,,6,,1
655,7000000.0,4,0,2,2,0,2,7,0,19300000.0,4.0,6,501.0,1
656,600000.0,0,0,0,0,0,0,0,0,890000.0,,3,423.0,0
657,1000000.0,3,1,0,3,0,0,3,0,1000000.0,3.0,3,183.0,0
658,22000000.0,2,0,0,2,0,0,2,3,23000000.0,2.0,5,1552.0,0
659,7500000.0,2,0,0,1,1,0,1,1,7500000.0,2.0,4,456.0,1
660,2000000.0,0,1,0,0,0,0,0,0,2500000.0,,2,821.0,0
661,100000.0,1,1,1,0,0,1,0,0,100000.0,1.0,3,-3302.0,0
662,6000000.0,1,1,0,1,0,0,1,0,6000000.0,1.0,4,2114.0,0
663,2000000.0,1,1,0,1,0,0,2,0,3000000.0,1.0,4,1511.0,0
664,12500000.0,4,0,0,4,0,0,9,0,23000000.0,4.0,6,1564.0,0
665,13600000.0,2,0,0,2,0,0,4,0,16800000.0,2.0,5,474.0,0
666,20000000.0,2,0,0,2,0,0,2,0,20000000.0,2.0,4,2302.0,0
667,,2,0,0,2,0,0,4,1,,2.0,4,846.0,1
668,,1,1,0,1,0,0,1,0,,1.0,4,,1
669,5000000.0,8,0,0,6,2,0,21,6,40000000.0,8.0,7,1700.0,1
670,2508870.0,4,1,0,4,0,0,8,0,,4.0,6,2677.0,0
671,,1,0,0,1,0,0,1,0,,1.0,2,262.0,1
672,750000.0,0,0,0,0,0,0,0,0,750000.0,,2,152.0,0
673,6700000.0,3,1,0,3,0,0,5,0,12900000.0,3.0,5,1582.0,1
674,7000000.0,9,0,2,6,1,2,11,3,18000000.0,9.0,6,,1
675,443335.0,0,0,0,0,0,0,0,0,443335.0,,13,2404.0,0
676,12000000.0,3,0,0,3,0,0,3,0,12000000.0,3.0,5,1949.0,0
677,20000.0,0,0,0,0,0,0,0,0,36000.0,,4,,0
678,10000000.0,4,0,0,4,0,0,11,0,23400000.0,4.0,6,1348.0,0
679,15000000.0,3,1,0,3,0,0,3,0,15000000.0,3.0,4,,0
680,1750000.0,1,0,0,1,0,0,1,0,1750000.0,1.0,4,863.0,0
681,5600000.0,2,0,0,2,0,0,2,0,5600000.0,2.0,5,1234.0,0
682,6000000.0,0,0,0,0,0,0,0,0,6000000.0,,4,872.0,0
683,3700000.0,0,0,0,0,0,0,0,0,3700000.0,,5,-222.0,0
684,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,6,1974.0,0
685,2000000.0,1,0,0,1,0,0,2,0,2250000.0,1.0,5,152.0,1
686,13000000.0,1,0,0,1,0,0,1,0,13000000.0,1.0,5,2708.0,0
687,15000000.0,1,1,0,1,0,0,3,0,24000000.0,1.0,7,2343.0,0
688,2000000.0,1,0,0,1,0,0,2,0,46188090.0,1.0,13,1613.0,1
689,9000000.0,0,0,0,0,0,0,0,0,16000000.0,,5,1247.0,1
690,1000000.0,0,0,0,0,0,0,0,0,1000000.0,,4,121.0,1
691,125000.0,0,0,0,0,0,0,0,0,125000.0,,3,143.0,0
692,7700000.0,2,0,0,2,0,0,2,0,7700000.0,2.0,4,152.0,0
693,3000000.0,1,0,0,1,0,0,1,0,3000000.0,1.0,13,,1
694,15000000.0,6,0,0,6,0,0,12,0,40000000.0,6.0,6,,1
695,3000000.0,3,0,0,3,0,0,3,0,3000000.0,3.0,4,1613.0,0
696,10000.0,2,1,0,0,2,0,0,2,10000.0,2.0,3,-28.0,0
697,7500000.0,2,0,0,2,0,0,2,0,7500000.0,2.0,4,,1
698,2205565.0,1,1,0,1,0,0,1,0,2205565.0,1.0,3,1253.0,0
699,,0,0,0,0,0,0,0,0,,,5,1254.0,0
700,12250000.0,0,1,0,0,0,0,0,0,16450000.0,,6,1543.0,0
701,9000000.0,3,0,0,3,0,0,3,0,9000000.0,3.0,4,533.0,1
702,100000000.0,6,0,1,5,0,1,5,0,100000000.0,6.0,6,1712.0,1
703,1400000.0,1,0,0,1,0,0,1,0,1400000.0,1.0,4,174.0,0
704,3000000.0,5,0,0,3,2,0,3,2,3000000.0,5.0,4,,0
705,10000000.0,1,0,0,1,0,0,1,0,10000000.0,1.0,5,2008.0,0
706,7000000.0,2,0,0,2,0,0,2,0,7000000.0,2.0,4,182.0,0
707,7000000.0,0,0,0,0,0,0,0,0,7000000.0,,4,104.0,0
708,1100000.0,1,0,0,1,0,0,1,0,1100000.0,1.0,4,304.0,0
709,37000000.0,5,0,0,5,0,0,16,0,108000000.0,5.0,7,1674.0,1
710,,1,1,0,1,0,0,1,0,,1.0,4,182.0,0
711,13500000.0,5,0,0,5,0,0,5,2,13511567.0,5.0,5,3104.0,1
712,2500000.0,2,0,0,2,0,0,2,0,2500000.0,2.0,4,182.0,0
713,12000000.0,2,0,0,2,0,0,2,0,16200000.0,2.0,5,,0
714,11000000.0,2,1,1,1,0,1,1,0,11000000.0,2.0,4,2008.0,0
715,1000000.0,1,0,0,0,1,0,0,1,1000000.0,1.0,4,0.0,1
716,7000000.0,5,1,0,5,0,0,5,0,7000000.0,5.0,4,1612.0,0
717,300000.0,1,1,0,0,1,0,0,1,300000.0,1.0,2,182.0,1
718,,1,0,0,1,0,0,1,0,,1.0,5,,1
